WKT,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,Nivel
"MULTIPOINT ((-58.4256369764973 -34.5603635354386))","201392","20207200","202072","0",2,Avda. Pte. Figueroa Alcorta 5575,Avda. Pte. Figueroa Alcorta 5575,Inst. Gral. San Martín,I Gral San Martín,4781-3812,secretariainstituto@geba.org.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103401.554614,107693.105638,Superior No Universitario Común
"MULTIPOINT ((-58.4245106419937 -34.5827988087847))","201402","20213200","202132","0",2,Charcas 4446,Charcas 4446,El Jardín de la Plaza,El Jardin de la Plaza,4774-1058,informes@eljardindelaplaza.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103503.985558,105204.204161,Inicial Común
"MULTIPOINT ((-58.462092396734 -34.5603569108714))","201518","20058800","200588","0",2,Moldes 2449,Moldes 2449,Inst. Rabino Jose Caro,I Rabino Jose Caro,4786-7586,primariamoldes@hotmail.com,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100055.764264,107694.464474,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4652791238058 -34.5555213194281))","201526","20053100","200531","0",2,Quesada 2602,Quesada 2602,Escuela de Enf. y Esp. Paramédicas de la Cruz Roja Argentina,E Enf y Esp Paramédicas Cruz Roja,4544-1188/3024,saavedra@cruzroja.org.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecAdu - SNUCom,Nivel Secundario de Jóvenes y Adultos y Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",99763.2804427,108230.897983,Secundario de Jóvenes y Adultos - Superior No Universitario Común
"MULTIPOINT ((-58.4596330121903 -34.570321973817))","201465","20049600","200496","0",2,Zapiola 1680,Zapiola 1680,Inst. San Maximiliano Kolbe,I San Maximiliano Kolbe,4551-5555,info@colegio_smkolbe.com.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100281.447072,106588.984706,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4636976804039 -34.569533175932))","201492","20002800","200028","0",2,Conde 1860,Conde 1860,Inst. Bet-el,I Bet-el,4554-3253/3023,secretariaprimaria@betel.edu.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",99908.4452574,106676.493999,Inicial Común - Primario Común
"MULTIPOINT ((-58.4482590503473 -34.5485578678684))","201501","20166600","201666","0",2,Dr. Victorino de la Plaza 1060,Dr. Victorino de la Plaza 1060,Inst. Brotecitos,I Brotecitos,4787-2119,brotecitos@hogaramparomaternal.com,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",101325.542551,109003.296059,Inicial Común
"MULTIPOINT ((-58.3756179882567 -34.6360064204179))","202158","20275700","202757","0",2,Aristóbulo del Valle 1725,Aristóbulo del Valle 1725,Jardín Tiempo de Duendes,J Tiempo de Duendes,4307-7214,tiempodeduendes@gmail.com,C1271,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",5,4,BARRACAS,02 - HOSP ARGERICH,"1",107984.935423,99298.7813766,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.4351594868891 -34.5639074064887))","200461","20100100","201001","0",1,Avda. del Libertador 4903,Avda. del Libertador 4903,Jardín de Infantes Común N° 02/09° Granaderos de San Martín,JIC 02/09,4772-0938,dei_ji2_de9@bue.edu.ar,C1426,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102527.494395,107300.245497,Inicial Común
"MULTIPOINT ((-58.4586147573519 -34.5452676555828))","201481","20147900","201479","0",2,Avda. del Libertador 7395,Avda. del Libertador 7395,Inst. José Ingenieros,I Jose Ingenieros,"52936100",jingenieros@clubosn.com.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom - SNUCom,"Nivel Inicial, Primario, Secundario y Superior No Universitario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",100375.001311,109368.382266,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común
"MULTIPOINT ((-58.4484246528853 -34.5554470385708))","201479","20173800","201738","0",2,Avda. del Libertador 6185,Avda. del Libertador 6185,Inst. Sta. Ana,I Sta Ana,4784-7650 int 2 y 3,arte@isabelgrano.com.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",101310.233809,108239.048768,Superior No Universitario Común
"MULTIPOINT ((-58.4565385380643 -34.5656583845844))","201468","20051100","200511","0",2,Amenábar 1840,Amenábar 1840,Colegio Internacional de Las Islas,Col Internacional de Las Islas,4787-2294/4784-6434,direccion@intschools.org,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100565.448137,107106.327885,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4597019689682 -34.6049291274278))","201865","20084900","200849","0",1,Fragata Presidente Sarmiento 1817,Fragata Presidente Sarmiento 1817,Esc. de Comercio N° 17 Santa María de los Buenos Aires,EC 17,4583-0398/4582-3277,dem_ec17de7@bue.edu.ar,C1416,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,"1",7,11,VILLA GRAL. MITRE,01 - HOSP ALVAREZ,"1",100275.005105,102749.82133,Secundario Común
"MULTIPOINT ((-58.4559892329917 -34.5510011435743))","201473","20156300","201563","0",2,Arribeños 2871,Arribeños 2871,Inst. Belgrano Uno,I Belgrano Uno,4786-5629/4782-9031,info@belgranouno.com.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",100615.966862,108732.325894,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4493832933364 -34.5464218665207))","201464","20152000","201520","0",2,Avda. Pte. Figueroa Alcorta 7597,Avda. Pte. Figueroa Alcorta 7597,Inst. River Plate,I River Plate,4789-1101/3/6,nivelmedio@riverplate.edu.ar/primaria@riverplate.edu.ar/jardin@riverplate.edu.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",101222.378904,109240.267151,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4567906329592 -34.5669341091296))","201514","20000300","200003","0",2,Moldes 1764,Moldes 1764,Inst. San Cayetano,I San Cayetano,4783-0889 INT119,sancayetanoprimaria@gmail.com,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100542.304662,106964.806563,Inicial Común - Primario Común
"MULTIPOINT ((-58.4351594868891 -34.5639074064887))","200461","20100000","201000","0",1,Avda. del Libertador 4903,Avda. del Libertador 4903,Esc. Primaria Común N° 30 Granaderos de San Martin,EPjs 30,4772-0922,dep_epc30_de9@bue.edu.ar / esc30de9@gmail.com,C1426,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102527.494395,107300.245497,Primario Común
"MULTIPOINT ((-58.4546234256953 -34.5506348917632))","201480","20149400","201494","0",2,Avda. del Libertador 6796,Montañeses 2845,Escuela Técnica Ort 02,ET Ort 02,4789-6500,secesc2@ort.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",100741.334643,108772.946818,Secundario Común
"MULTIPOINT ((-58.4706519943973 -34.5520359681129))","201523","20001700","200017","0",2,Núñez 2776,Núñez 2776,Escuela de la Aldea,Esc de la Aldea,4702-8042,info@escuelalaaldea.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",99270.1123685,108617.519481,Inicial Común - Primario Común
"MULTIPOINT ((-58.4987991397532 -34.6594498967538))","202663","20309600","203096","0",1,Murguiondo 2251,Murguiondo 2251,Esc. Primaria Común N° 23,EPjc 23,S/D,dep_epc23_de20@bue.edu.ar,"1440",http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",20,9,MATADEROS,09 - HOSP SANTOJANNI,"1",96690.8417873,96700.8966759,Primario Común
"MULTIPOINT ((-58.4590666476065 -34.5490181650648))","201463","20031700","200317","0",2,11 de Septiembre de 1888 3168,11 de Septiembre de 1888 3168,Aula XXI,Aula XXI,4701-3433/3533,info@colegioaula21.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",100333.505463,108952.3218,Secundario Común
"MULTIPOINT ((-58.4546234256953 -34.5506348917632))","201480","20136100","201361","0",2,Avda. del Libertador 6796,Avda. del Libertador 6796,Inst. de Tecnología Ort 02,I de Tecnología Ort 02,4789-6500,ito2@ort.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",100741.334643,108772.946818,Superior No Universitario Común
"MULTIPOINT ((-58.4677166291977 -34.5472772768792))","201533","20106900","201069","0",2,Vuelta de Obligado 3723,Vuelta de Obligado 3723,Inst. Propuesta Actual,I Propuesta Actual,4702-6663/4198,secretariapedagogica@propuesta-actual.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",99539.5137177,109145.441494,Secundario Común
"MULTIPOINT ((-58.4522390966163 -34.5715848884307))","201802","20058500","200585","0",2,Avda. Crámer 1222,Avda. Crámer 1222,Inst. Aequalis,I Aequalis,4553-3441,info@aequalis.esc.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",100959.947359,106448.837514,Inicial Común - Primario Común
"MULTIPOINT ((-58.4538804944383 -34.5514608130841))","201521","20120400","201204","0",2,Montañeses 2759,Montañeses 2759,Oxford School,Oxford School,4788-2925,oxford@vaneduc.edu.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100809.519015,108681.317633,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.3948726183027 -34.6127005023641))","202326","20270600","202706","0",2,Sarandí 283,Sarandí 283,Escuela Infantil La Puertita,EI La Puertita,2053-7607,jardinlapuertita@hotmail.com,C1081,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",3,3,BALVANERA,08 - HOSP RAMOS MEJIA,"1",106221.131816,101885.609008,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.4605048793604 -34.5710471655376))","201487","20002600","200026","0",2,Cap. Gral. Ramón Freire 1658,Cap. Gral. Ramón Freire 1658,Centro de Estudios Interdisciplinarios para el Aprendizaje y la Comunicación,CEI,"52633939",info@ceiac.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100201.437002,106508.537474,Superior No Universitario Común
"MULTIPOINT ((-58.4523211452859 -34.5701203103636))","200462","20230900","202309","0",1,Moldes 1220,Moldes 1220,Jardín de Infantes Común N° 09/09°,JIC 09/09,4785-9629,dei_jic9_de9@bue.edu.ar,C1426,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",100952.434842,106611.311614,Inicial Común
"MULTIPOINT ((-58.4758573491803 -34.5530915091539))","201497","20084500","200845","0",2,Avda. Crisólogo Larralde 3281,Avda. Crisólogo Larralde 3281,Inst. Hull Cordell,I Hull Cordell,4542-6595/3623,secretariahc@hotmail.com,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,12,SAAVEDRA,07 - HOSP PIROVANO,"1",98792.3451423,108500.373215,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4614475340506 -34.5611916682974))","201517","20219600","202196","0",2,Moldes 2361,Moldes 2361,Colegio Evangélico Buenos Aires,Col Evangélico Buenos Aires,4788-0045/2227,bacssecundaria@gmail.com  /  bacsprimaria@gmail.com,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100114.947057,107601.860066,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.461746395005 -34.5492478076392))","201504","20179200","201792","0",2,Grecia 3273,Grecia 3273,Del Jacarandá,Del Jacarandá,4701-5427,jacaranda@jacaranda.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",100087.531102,108926.85202,Inicial Común - Primario Común
"MULTIPOINT ((-58.4702041944382 -34.54042542342))","201471","20191000","201910","0",2,Arcos 4531,Arcos 4531,Lomas de Nuñez,Lomas de Nuñez,4703-1168,castellano@upperschool.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,NUÑEZ,07 - HOSP PIROVANO,"1",99311.1187989,109905.535985,Inicial Común - Primario Común
